product_id,base_product_id,name,structure_type,radius_km,n_thresholds,max_payout,payout_level,payout_level_pct,absolute_risk,asymmetric_risk,weighted_risk,rmse_risk,relative_absolute_risk,relative_weighted_risk,correlation,trigger_rate,mean_payout,coverage_ratio,basis_risk_std,hospital_match_score
Q064_R30_max_L100,Q064_R30_max,"Steinmann Q064 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,315027886.9494542,315027886.9494542,630055773.8989084,1770386457.510685,0.20401762913976593,644208.7930962938,0.7185650005444028,0.07317073170731707,7317073.1707317075,0.02269951162879527,1742132497.6537788,1.5871610734152047e-09
Q065_R30_max_L25,Q065_R30_max,"Steinmann Q065 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,320934899.14457613,320934899.14457613,641869798.2891523,1787716881.1975267,0.20801124103151264,644208.8010835176,0.7004965546971705,0.07317073170731707,1410060.975609756,0.004374385053465755,1758673488.1238394,1.557948358230071e-09
Q065_R30_max_L50,Q065_R30_max,"Steinmann Q065 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,319524838.1689664,319524838.1689664,639049676.3379328,1783827931.5540173,0.2069827912962484,644208.7990266181,0.7004965546971705,0.07317073170731707,2820121.951219512,0.00874877010693151,1754977483.3841538,1.5648235739131667e-09
Q065_R30_max_L75,Q065_R30_max,"Steinmann Q065 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,318114777.19335663,318114777.19335663,636229554.3867133,1779947345.94364,0.20595434156098408,644208.7969697186,0.7004965546971702,0.07317073170731707,4230182.926829268,0.013123155160397266,1751289679.8825226,1.5717597391277739e-09
Q065_R30_max_L100,Q065_R30_max,"Steinmann Q065 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,316704716.21774685,316704716.21774685,633409432.4354937,1776075179.1906745,0.20492589182571974,644208.794912819,0.7004965546971705,0.07317073170731707,5640243.902439024,0.01749754021386302,1747610129.5376558,1.578757667968707e-09
Q066_R30_max_L25,Q066_R30_max,"Steinmann Q066 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,320652886.9494542,320652886.9494542,641305773.8989084,1786938424.765688,0.20780555108445978,644208.8006721376,0.700496554697167,0.07317073170731707,1692073.1707317072,0.005249262064158906,1757933633.5581782,1.5593185639995741e-09
Q066_R30_max_L50,Q066_R30_max,"Steinmann Q066 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,318960813.77872247,318960813.77872247,637921627.5574449,1782274690.5637724,0.20657141140214264,644208.7982038583,0.700496554697167,0.07317073170731707,3384146.3414634145,0.010498524128317812,1753501374.9346778,1.5675906807883845e-09
Q066_R30_max_L75,Q066_R30_max,"Steinmann Q066 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,317268740.6079908,317268740.6079908,634537481.2159816,1777623032.10527,0.2053372717198255,644208.7957355789,0.7004965546971783,0.07317073170731707,5076219.5121951215,0.01574778619247672,1749080955.9606304,1.5759510320930475e-09
Q066_R30_max_L100,Q066_R30_max,"Steinmann Q066 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,315576667.4372591,315576667.4372591,631153334.8745182,1772983544.4371457,0.20410313203750835,644208.7932672995,0.700496554697167,0.07317073170731707,6768292.682926829,0.020997048256635623,1744672466.629223,1.58440103721295e-09
Q067_R30_max_L25,Q067_R30_max,"Steinmann Q067 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,321315996.70555174,321315996.70555174,642631993.4111035,1788987009.258171,0.208131199884883,644208.8013234354,0.6489922857641184,0.07317073170731707,1028963.4146341464,0.003192118822799335,1759895039.3576355,1.5561005500766923e-09
Q067_R30_max_L50,Q067_R30_max,"Steinmann Q067 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,320287033.29091763,320287033.29091763,640574066.5818353,1786364814.6520846,0.20722270900298906,644208.7995064537,0.6489922857641184,0.07317073170731707,2057926.8292682928,0.00638423764559867,1757417271.8317864,1.561099723838332e-09
Q067_R30_max_L75,Q067_R30_max,"Steinmann Q067 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,319258069.87628347,319258069.87628347,638516139.7525669,1783747578.3608618,0.20631421812109507,644208.7976894717,0.6489922857641163,0.07317073170731707,3086890.2439024393,0.009576356468398004,1754944360.4077902,1.5661311221066103e-09
Q067_R30_max_L100,Q067_R30_max,"Steinmann Q067 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,318229106.4616493,318229106.4616493,636458212.9232986,1781135322.242047,0.20540572723920109,644208.7958724899,0.6489922857641184,0.07317073170731707,4115853.6585365855,0.01276847529119734,1752476325.6429172,1.5711950574661181e-09
Q068_R30_max_L25,Q068_R30_max,"Steinmann Q068 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,321110204.0226249,321110204.0226249,642220408.0452498,1788462174.7180142,0.20794950170850418,644208.800960039,0.6489922857641217,0.07317073170731707,1234756.0975609757,0.003830542587359202,1759399098.3485348,1.5570978217379285e-09
Q068_R30_max_L50,Q068_R30_max,"Steinmann Q068 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,319875447.92506397,319875447.92506397,639750895.8501279,1785317323.9157312,0.20685931265023147,644208.7987796608,0.6489922857641217,0.07317073170731707,2469512.1951219514,0.007661085174718404,1756427523.3804457,1.5631083987902034e-09
Q068_R30_max_L75,Q068_R30_max,"Steinmann Q068 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,318640691.82750297,318640691.82750297,637281383.6550059,1782179625.6663947,0.2057691235919587,644208.7965992827,0.6489922857641127,0.07317073170731707,3704268.2926829266,0.011491627762077605,1753462953.0309727,1.5691655586979883e-09
Q068_R30_max_L100,Q068_R30_max,"Steinmann Q068 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,317405935.729942,317405935.729942,634811871.459884,1779049117.8147488,0.20467893453368594,644208.7944189046,0.6489922857641217,0.07317073170731707,4939024.390243903,0.015322170349436807,1750505422.8881543,1.5752698451039027e-09
Q069_R30_max_L25,Q069_R30_max,"Steinmann Q069 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,321735204.0226249,321735204.0226249,643470408.0452498,1789254480.9603791,0.20888410570601393,644208.8028292469,0.7198511069691725,0.039634146341463415,609756.0975609756,0.0018916259690662724,1760090354.5356174,1.554073017100742e-09
Q069_R30_max_L50,Q069_R30_max,"Steinmann Q069 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,321125447.92506397,321125447.92506397,642250895.8501279,1786897570.5195446,0.2087285206452509,644208.8025180768,0.7198511069691725,0.039634146341463415,1219512.1951219512,0.003783251938132545,1757805840.8776486,1.5570239059290165e-09
Q069_R30_max_L75,Q069_R30_max,"Steinmann Q069 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,320515691.82750297,320515691.82750297,641031383.6550059,1784543419.977883,0.20857293558448797,644208.8022069067,0.719851106969183,0.039634146341463415,1829268.2926829269,0.005674877907198818,1755524112.360379,1.5599860224288175e-09
Q069_R30_max_L100,Q069_R30_max,"Steinmann Q069 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,319905935.729942,319905935.729942,639811871.459884,1782192040.2722938,0.2084173505237249,644208.8018957366,0.7198511069691725,0.039634146341463415,2439024.3902439023,0.00756650387626509,1753245179.857818,1.5629594308015902e-09
Q070_R30_max_L25,Q070_R30_max,"Steinmann Q070 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,321369350.36408836,321369350.36408836,642738700.7281767,1787840004.1189384,0.20879075466955616,644208.802642545,0.7198511069691818,0.039634146341463415,975609.756097561,0.003026601550506036,1758719312.731446,1.5558422066560326e-09
Q070_R30_max_L50,Q070_R30_max,"Steinmann Q070 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,320393740.6079908,320393740.6079908,640787481.2159816,1784072922.0191095,0.20854181857233534,644208.8021446726,0.7198511069691818,0.039634146341463415,1951219.512195122,0.006053203101012072,1755068101.8299613,1.5605797986904862e-09
Q070_R30_max_L75,Q070_R30_max,"Steinmann Q070 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,319418130.8518932,319418130.8518932,638836261.7037864,1780312938.8880446,0.20829288247511452,644208.8016468005,0.719851106969178,0.039634146341463415,2926829.2682926827,0.009079804651518107,1751424054.3213027,1.565346331104684e-09
Q070_R30_max_L100,Q070_R30_max,"Steinmann Q070 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,318442521.09579563,318442521.09579563,636885042.1915913,1776560099.799372,0.20804394637789375,644208.8011489282,0.7198511069691818,0.039634146341463415,3902439.024390244,0.012106406202024144,1747787215.0114007,1.5701420698918416e-09
